uid,name,longitude,latitude,free_bikes,empty_slots,entertainment,education,dining,park,shopping,metro_station,library,financial
7449,Cosburn Ave / Cedarvale Ave,-79.31469,43.697139,6,9,54,71,5,4,80,0,0,23
7448,Goodwood Park Ct / Dentonia Park,-79.295208,43.694826,4,15,2,6,15,1,34,0,1,6
7445,Eastwood Rd / Coxwell Ave,-79.318651,43.673118,13,6,6,7,46,6,28,0,1,3
7447,Trent Ave / Danforth Ave,-79.295895,43.689293,8,15,2,6,26,1,43,0,0,8
7446,Orchard Park,-79.3149,43.66908,12,6,7,5,44,7,32,0,1,1
7444,Clendenan Ave / Rowland St - SMART,-79.47149,43.66073,3,17,8,19,44,2,53,0,2,2
7440,Martin Goodman Trail / Remembrance Dr,-79.41414,43.63121,7,20,20,6,41,6,28,0,0,3
7437,Concord Ave / Bloor St W,-79.42679,43.66189,13,2,13,8,106,7,101,1,2,10
7438,High Park Subway,-79.4675,43.65389,9,10,3,9,25,3,36,0,3,7
7434,Via Italia / Mackay Ave,-79.445029,43.676697,8,7,2,7,36,1,49,0,1,5
7435,Rushton Rd / St Clair Ave W,-79.4277,43.68114,5,5,2,12,41,6,35,1,3,6
7433,Dundas St E / Boulton Ave - SMART,-79.347938,43.663148,8,8,8,16,79,17,65,0,2,13
7431,Gerrard St E / Leslie St,-79.3335,43.669813,23,0,6,10,77,7,66,0,3,9
7430,Marilyn Bell Park Tennis Court,-79.437461,43.633537,5,21,8,5,42,4,58,0,2,1
7427,Northern Dancer Blvd / Lake Shore Blvd E,-79.309765,43.663162,12,15,7,3,22,8,25,0,1,2
7425,The Queensway at South Kingsway,-79.47307,43.63632,15,7,1,0,3,7,4,0,0,1
7424,Merton St / Mount Pleasant Rd,-79.38786,43.697819,4,19,2,29,64,3,54,2,1,12
7422,Tyndall Ave / King St W - SMART,-79.429142,43.638426,6,9,17,9,108,3,109,0,1,6
7418,College Park - Yonge St Entrance,-79.38279,43.65988,3,21,53,76,362,34,344,5,16,80
7419,Bloor St W / Huron St,-79.401805,43.667023,10,16,69,130,181,11,254,0,16,38
7420,Barton St / Howland St - SMART,-79.410585,43.66842,7,12,16,37,146,7,91,0,6,11
7414,Keele St / Annette St,-79.46418,43.66402,5,10,9,19,49,3,71,0,2,5
7415,Keele St / Vine Ave,-79.46526,43.66686,19,4,8,18,53,3,74,0,3,4
7410,Howard St / Rose Ave,-79.372127,43.671278,1,18,10,15,88,13,78,0,2,17
7411,Little Norway Park,-79.399505,43.635023,15,6,12,7,63,20,23,0,1,10
7409,Isabella St / Church St,-79.38235,43.66834,15,4,26,46,233,22,264,1,12,47
7408,University Ave / Armoury St,-79.38766,43.65263,13,9,87,101,633,25,498,9,14,153
7407,University Ave / Queen St W,-79.38655,43.65158,22,0,91,93,616,31,478,8,12,151
7403,Lascelles Blvd / Eglinton Ave W,-79.40355,43.70547,9,10,7,23,106,4,100,2,1,24
7400,Polson Pier,-79.354006,43.641675,20,3,17,2,15,6,27,0,0,0
7395,Dentonia Park,-79.291416,43.694341,1,22,2,6,16,1,32,0,1,6
7399,Lower Jarvis / Queens Quay E,-79.36927,43.64422,18,0,45,38,186,18,177,2,2,54
7488,Summerhill Ave / Maclennan Ave,-79.376304,43.685924,3,8,0,2,1,4,4,0,0,0
7261,Queens Quay E / Lower Sherbourne St,-79.364898,43.645215,19,6,38,24,123,16,103,0,2,18
7463,Adelaide St W / Brant St,-79.3973381,43.6462574,11,5,63,35,503,23,321,3,5,67
7231,Wright Ave / Sorauren Ave - SMART,-79.442741,43.646677,3,13,8,11,73,4,110,0,4,4
7478,Ellis Ave / The Queensway,-79.46693,43.63855,3,16,2,0,2,9,2,0,0,0
7084,High Park - Grenadier Cafe,-79.4657123,43.645599,6,5,3,4,14,9,21,0,3,1
7302,Winona Dr / Davenport Rd,-79.430465,43.674923,4,7,5,8,53,3,59,0,2,5
7087,Danforth Ave / Aldridge Ave,-79.316767,43.684758,6,5,58,81,31,4,104,0,1,31
7024,Dundonald St / Church St,-79.38148,43.66663,10,25,25,55,263,23,280,1,13,53
7503,Gerrard St E / Malvern Ave - SMART,-79.294766,43.685221,13,7,2,7,28,1,47,0,0,9
7203,Bathurst St/Queens Quay(Billy Bishop Airport),-79.398253,43.635492,34,1,20,9,90,23,33,0,1,13
7043,Queens Quay W / Lower Simcoe St,-79.383717,43.63951,9,8,49,23,239,20,104,4,1,56
7018,Bremner Blvd / Rees St,-79.386741,43.641529,6,17,67,42,386,26,228,4,1,90
7412,King St W / Crawford St,-79.4131148,43.6417852,5,17,22,17,191,11,175,0,0,18
7391,Yonge St / Dundas Sq,-79.3802,43.655766,18,7,76,93,485,31,419,5,11,131
7459,St Clair Ave W / Winona Ave,-79.432522,43.680466,6,5,2,15,49,3,45,0,3,6
7030,Bay St / Wellesley St W,-79.387095,43.664088,24,27,37,81,370,27,341,3,22,60
7501,Humberside Grounds - SMART,-79.46997,43.65917,9,11,9,21,55,3,79,0,2,9
7264,Bloor St E / Huntley St - SMART,-79.379173,43.671535,1,14,19,31,209,16,211,0,9,35
7469,Wellington St W / York St,-79.38301,43.646734,7,15,93,75,483,33,403,7,8,133
7061,Dalton Rd / Bloor St W,-79.4066433,43.6662942,8,7,72,119,174,8,177,0,13,30
7138,Davenport Rd / Christie St,-79.423889,43.675278,10,17,8,11,53,6,61,1,2,5
7417,King St W / Jordan St,-79.378623,43.648928,5,6,89,82,466,30,372,8,9,132
7373,George St / King St E,-79.3707,43.6509552,12,3,54,59,286,23,354,4,4,79
7455,E.T. Seton Park (Eglinton Ave E / Leslie St),-79.351246,43.715951,23,4,2,4,6,4,19,0,0,4
7428,Woodbine Ave / Lake Shore Blvd E,-79.304711,43.665645,12,15,5,5,24,7,41,0,1,4
7324,King St W / Charlotte St,-79.39399,43.645572,17,2,71,50,484,34,310,3,9,100
7475,Jarvis St / Richmond St E,-79.372637,43.652777,2,17,56,80,342,31,383,6,9,106
7476,Symington Ave / Dupont St,-79.451263,43.665538,7,8,2,10,36,4,45,0,2,4
7009,King St E / Jarvis St,-79.372287,43.650325,9,16,56,74,330,30,368,5,8,101
7029,Bay St / Bloor St W (East Side),-79.38915,43.66943,7,7,73,131,254,23,332,1,16,60
7335,Bay St / Bloor St W (West Side),-79.3894,43.669244,1,18,73,131,258,23,330,1,16,61
7442,Lonsdale Rd / Spadina Rd,-79.412903,43.688526,6,9,2,8,15,4,20,1,1,3
7363,Wells Hill Ave / St Clair Ave W,-79.41562,43.683351,3,12,4,9,34,5,25,1,1,3
7443,Dundas St E / George St,-79.373446,43.6574766,3,22,52,78,364,30,402,3,9,88
7072,Fleet St / Bathurst St,-79.400042,43.636611,13,5,21,12,126,20,44,0,1,14
7245,Tecumseth St / Queen St W - SMART,-79.406468,43.646552,4,3,17,23,376,14,300,0,2,37
7052,Wellington St W / Bay St,-79.379878,43.647259,17,9,95,79,463,33,380,8,8,133
7484,Briar Hill Ave / Yonge St - SMART,-79.400162,43.713524,7,9,9,20,85,6,91,1,2,22
7074,King St E / Church St,-79.3733541,43.65003919999999,14,1,60,78,354,31,364,5,9,110
7021,Bay St / Albert St,-79.382458,43.653264,26,9,83,97,532,29,434,9,14,143
7008,Wellesley St / Queen's Park Cres,-79.392125,43.663376,7,11,38,86,451,26,353,4,21,60
7006,Bay St / College St (East Side),-79.385525,43.660439,8,9,54,78,382,34,363,5,20,81
7062,University Ave / College St (West),-79.390213,43.659226,5,6,58,82,479,34,378,5,22,94
7502,University Ave / College St (East),-79.38964,43.65995,1,12,54,87,455,33,382,5,22,86
7274,Queen's Park Cres E / Grosvenor St - SMART,-79.389682,43.661803,4,7,56,95,475,29,442,5,21,78
7235,Bay St / College St (West Side) - SMART,-79.385655,43.660087,3,9,54,76,383,35,350,5,20,83
7516,Superior Ave / Lake Shore Blvd W,-79.4873148,43.6146692,8,9,2,1,16,4,11,0,1,4
7514,Humber Bay Shores Park / Marine Parade Dr,-79.476723,43.626265,27,4,1,1,12,4,10,0,0,4
7518,Lake Shore Blvd W / Colborne Lodge Dr,-79.458173,43.63771,15,11,2,2,11,9,13,0,2,1
7517,Ripley Ave / Ormskirk Ave,-79.4760109,43.6390437,14,9,0,0,4,7,4,0,2,1
7520,St Clarens Ave / Shirley Ave,-79.4376413,43.6486599,1,13,8,13,85,3,124,0,4,4
7524,Lisgar Park,-79.4240277,43.6423847,6,16,18,10,156,4,146,0,1,7
7526,Bartlett Parkette,-79.4360232,43.6702236,20,3,7,5,39,4,64,0,2,5
7528,Spadina Rd / Austin Terrace,-79.408723,43.67883,4,13,54,85,42,8,94,1,1,20
7530,Sherbourne St N / Elm Ave,-79.3778458,43.6752732,8,14,13,25,118,12,129,0,7,26
7534,Walnut Ave / Queen St W,-79.411084,43.645469,7,9,16,21,262,11,227,0,2,17
7538,Vaughan Rd /Wychwood Ave,-79.4253856,43.6882821,11,8,2,8,33,5,31,1,1,6
7536,Palmerston Ave / Dundas St W,-79.408346,43.651603,7,15,20,26,415,11,286,0,4,34
7531,541 Huron St - SMART,-79.402643,43.670206,6,13,71,119,184,11,250,0,12,32
7537,Euclid Ave / Herrick St - SMART,-79.413845,43.661559,7,8,22,26,247,7,133,1,4,18
7545,Baldwin St / Henry St,-79.393259,43.6560758,2,13,50,81,557,27,355,4,19,108
7547,Orde St / McCaul St,-79.3927404,43.6580442,6,9,47,82,487,32,322,4,21,89
7546,Ross St / Cecil St - SMART,-79.3966159,43.6568254,15,3,36,58,450,15,262,2,16,58
7552,Lake Shore Blvd W / Thirty Ninth Street,-79.54033009999999,43.5927419,8,11,1,0,13,3,7,0,2,3
7553,Lake Shore Blvd W / Twenty Fourth St,-79.522768,43.597082,7,12,1,1,12,3,8,0,1,2
7556,Windsor St / Newcastle St,-79.4971065,43.6171635,4,27,2,4,25,1,13,0,1,4
7555,Royal York Rd / Mimico Ave,-79.496573,43.612063,6,14,2,3,16,1,10,0,1,4
7558,Berry Rd / Bell Manor Dr,-79.489083,43.63732,6,13,0,1,2,1,3,0,1,1
7554,Humber College,-79.5160575,43.5961692,17,10,2,2,15,1,9,0,1,1
7515,Amos Waites Park,-79.4883535,43.613606,10,17,2,2,17,3,11,0,1,4
7562,Priscilla  Ave / Dundas St W,-79.489385,43.664665,4,19,6,5,26,1,24,0,1,1
7564,Durie St / Dundas St W,-79.484892,43.665523,16,7,6,8,30,1,31,0,1,3
7563,St Clair Ave W / Castleton Ave,-79.485426,43.668496,15,4,4,4,26,1,22,0,1,2
7567,Weston Lions Park,-79.519472,43.698841,5,22,0,1,10,0,6,0,1,3
7561,Annette St / Jane St,-79.487246,43.658574,6,9,7,12,41,2,54,0,1,10
7568,Jameson Ave / Queen St W,-79.43703,43.63985,10,17,9,10,61,5,76,0,4,3
7570,Carlaw Ave / Dundas St E,-79.341509,43.665076,7,10,7,16,96,11,81,0,3,12
7569,Toronto Inukshuk Park,-79.40978179999999,43.6323994,29,16,18,3,42,7,27,0,1,5
7572,Cosburn Ave / Durant Ave,-79.3301658,43.6935477,2,13,57,73,11,3,84,0,1,24
7559,Swansea Community Centre,-79.4770327,43.6438036,11,4,2,4,25,5,42,0,3,10
7541,Bellwoods Ave / Treford Pl - SMART,-79.413528,43.65246,4,16,15,19,270,7,213,1,2,17
7575,Bayview Ave / Lawren Harris Square,-79.35397680000001,43.6548521,8,6,15,9,60,15,71,0,1,10
7557,The Queensway / High St,-79.482407,43.630874,19,3,0,1,10,5,9,0,1,1
7529,Symington Ave / Davenport Rd,-79.45328549999999,43.6704403,11,4,4,13,51,3,62,0,3,4
7576,Front St E / Bayview Avenue,-79.354068,43.6535,8,14,15,7,60,16,70,0,1,10
7577,Oak St / Sumach St,-79.361515,43.6617908,18,9,9,18,89,14,83,0,2,11
7551,The Esplanade / Hahn Pl,-79.364184,43.649709,4,14,35,27,139,19,111,0,2,20
7549,439 Sherbourne St,-79.374161,43.666051,2,43,21,35,213,16,174,1,5,37
7579,Glebe Rd W / Yonge St,-79.397345,43.7005976,8,11,6,33,101,4,82,2,3,25
7580,Hillsdale Ave W / Yonge St,-79.3979073,43.7029672,8,7,8,33,115,4,95,2,3,26
7540,Alvin Ave / St Clair Ave E,-79.39264,43.68871,4,15,3,18,35,4,35,0,1,11
7583,Eglinton Ave W / Scarlett Rd,-79.5108942,43.6834703,4,18,0,1,2,0,3,0,0,0
7584,The Pond Rd / Sentinel Rd,-79.5025943,43.7696262,11,16,1,3,16,0,7,0,1,4
7585,Sentinel Rd / Finch Hydro Corridor,-79.5012809,43.7641485,10,17,0,1,9,0,2,0,2,4
7586,Finch West Subway Station,-79.491281,43.76521,12,11,1,3,22,0,13,0,1,10
7587,Dufferin St / Finch Hydro Recreational Trail,-79.4675395,43.7724019,8,11,6,5,6,1,19,0,0,7
7588,G Ross Lord Park,-79.467963,43.7781116,9,22,3,5,15,1,28,0,0,8
7591,Elwood Blvd / Avenue Rd,-79.40966,43.707049,14,9,7,16,80,2,96,1,2,16
7593,Roehampton St / Bayview Ave,-79.378615,43.711751,17,13,1,8,40,1,46,0,3,8
7598,Teddington Park Ave,-79.40401,43.732975,0,14,0,7,28,0,21,1,1,3
7600,Ursula Franklin St / Huron St - SMART,-79.398049,43.660274,7,13,27,63,376,14,207,2,19,43
7602,Woodbine Ave / O'Connor Dr,-79.318802,43.699281,9,10,56,71,12,4,81,0,1,25
7603,O'Connor Dr / Curity Ave - SMART,-79.311439,43.707582,7,17,2,2,11,0,9,0,0,1
7606,Dawes Rd / Taylor Creek Trl,-79.297436,43.696631,10,9,2,6,15,1,31,0,1,6
7542,Queen St W / John St,-79.391291,43.650077,13,9,86,80,689,31,499,8,10,136
7607,Fairmount Park,-79.3163022,43.6765897,14,5,7,12,58,3,44,0,2,5
7599,Richmond St W / York St,-79.383633,43.650745,1,15,94,91,557,29,452,8,10,139
7609,Sunnybrook Park,-79.362092,43.720233,21,6,1,4,5,1,7,0,0,1
7618,Vaughan Rd / Oakwood Ave,-79.441042,43.6926825,14,5,32,57,26,2,81,0,2,18
7619,Braemar Ave / Eglinton Ave W,-79.4094472,43.7041957,5,9,6,16,79,3,76,1,2,17
7620,Eglinton Ave E / Redpath Ave,-79.39248,43.7078691,3,12,8,31,113,5,107,1,3,25
7621,Long Branch GO Station,-79.545827,43.591561,13,20,1,0,6,2,5,0,0,3
7622,Marie Curtis Park,-79.5432067,43.5880774,8,15,1,0,6,2,4,0,1,3
7624,Guildwood GO Station (South),-79.1971289,43.754978,1,10,2,0,6,2,2,0,1,1
7277,Chorley Park - SMART,-79.3718,43.6856,3,17,1,2,1,3,4,0,0,0
7344,Cherry Beach,-79.345359,43.637764,3,46,7,0,2,3,1,0,0,1
7285,Spadina Ave / Harbord St - SMART,-79.4018451,43.6629228,20,15,26,64,318,11,239,0,17,25
7250,Ursula Franklin St / St. George St - SMART,-79.397107,43.660296,0,16,28,66,398,15,225,2,20,51
7617,Starspray Ave / Lawrence Ave E,-79.123505,43.788319,14,8,0,0,0,2,0,0,0,0
7626,Rouge Hill GO Station,-79.1301203,43.7805505,3,22,0,1,3,1,5,0,1,0
7615,Colonel Danforth Park,-79.1659711,43.7777114,14,13,0,2,8,1,4,0,0,1
7614,Morningside Park (Highland Creek Trail),-79.193023,43.779353,4,19,0,2,7,1,2,0,1,2
7612,Livingston Rd / Guildwood Pkwy,-79.199327,43.747854,6,13,1,0,3,1,1,0,1,0
7613,Livingston Rd (Highland Creek Trail),-79.2026694,43.7561681,12,15,2,0,7,2,2,0,0,0
7630,Twelfth St / Thirteenth St,-79.5108692,43.6002896,11,12,2,2,16,0,10,0,1,1
7631,Florence Gell Park,-79.498398,43.6615467,5,10,2,3,16,1,18,0,1,0
7522,Wallace Ave / Pauline Ave,-79.4397052,43.6632257,10,7,6,6,50,5,87,0,1,7
7610,Kingston Rd / Beech Ave,-79.291714,43.680095,4,10,2,6,33,3,41,0,0,6
7611,Victoria Park Ave / Danforth Ave,-79.288619,43.691468,1,16,2,7,18,1,30,0,0,7
7033,Union Station,-79.380386,43.645609,20,20,88,71,414,35,343,6,9,126
7162,Hayter St / Laplante Ave,-79.3855555555556,43.6591666666667,7,16,56,74,402,35,339,5,20,95
7109,Seaton St / Dundas St E - SMART,-79.369596,43.658777,14,18,43,49,232,21,323,1,5,53
7629,Lundy Ave / Etienne Brule Park,-79.5030161,43.6625395,10,5,0,2,0,1,11,0,1,1
7632,Chiltern Hill Rd / Eglinton Ave W,-79.4275305,43.7004017,14,3,2,2,14,1,13,0,1,4
7589,Torresdale Ave / Antibes Dr,-79.45233,43.77953,9,6,0,2,4,1,7,0,1,3
7590,Esther Shiner Stadium,-79.4447096,43.7774374,5,18,0,2,4,0,7,0,1,3
7190,St. George St / Hoskin Ave,-79.39806449999999,43.6637403,5,10,23,73,322,13,246,0,21,35
7594,Fleming Cres / Bayview Ave,-79.375437,43.707045,4,11,1,11,33,0,39,0,1,7
7333,King St E / Victoria St,-79.3762096,43.6495789,6,13,79,81,411,32,368,7,10,125
7058,Huron St / Harbord St,-79.400053,43.6637,14,5,24,68,279,13,232,0,17,28
7582,Alameda Ave / Vaughan Rd - SMART,-79.4375028,43.690903,8,8,2,4,11,2,17,0,2,2
7473,Adelaide St W / Strachan Ave,-79.41230469904167,43.643253094827294,2,12,19,21,213,12,188,0,2,18
7623,Royal York Rd / Lake Shore Blvd W,-79.4926867,43.6029904,5,14,1,1,5,1,5,0,0,0
7635,Runnymede Rd / Annette St,-79.4799176,43.6596299,2,13,11,16,52,2,59,0,2,6
7156,Salem Ave / Bloor St W,-79.43166666666667,43.6608333,9,6,12,8,71,5,92,1,2,8
7157,Dufferin St / Bloor St,-79.43583333333333,43.66083333333333,4,17,10,10,59,4,93,1,1,7
7539,Davisville Ave / Pailton Cres,-79.39199,43.69933,17,2,3,35,80,4,74,2,3,24
7581,High Park Ave / Dundas St W,-79.4701178,43.6653032,9,6,11,18,58,2,64,0,1,3
7637,Judson St / Royal York Rd,-79.4990363,43.6162721,11,8,2,4,22,1,11,0,1,1
7608,Wilket Creek Park,-79.355474,43.720645,6,21,1,6,5,3,9,0,0,1
7641,Annette St / Dundas St W,-79.4588522,43.6641174,6,9,9,15,53,2,65,0,2,4
7633,Noble St / Queen St W,-79.4296346,43.6424558,7,8,14,9,145,2,139,0,1,6
7643,Oriole Pkwy / Kilbarry Rd,-79.4026176,43.6954486,14,5,4,16,55,1,58,1,1,13
7644,East Lynn Ave / Danforth Ave,-79.3149901,43.6850809,3,12,57,81,27,4,103,0,1,31
7596,Langford Ave / Danforth Ave - SMART,-79.3405681,43.6800218,5,11,3,9,78,4,65,1,1,9
7645,University of Toronto Scarborough,-79.1849889,43.7842419,1,15,0,1,4,1,3,0,2,1
7291,190 Queens Quay E,-79.36536439999999,43.6451308,3,12,39,25,128,17,111,0,2,19
7492,324 Cherry St,-79.3552533,43.6482995,12,5,22,7,36,12,52,0,0,4
7647,Elm St/ University Ave (East Side),-79.38781039999999,43.65637299999999,14,3,66,98,565,25,469,5,19,136
7263,Walton St / Elizabeth St - SMART,-79.38631,43.657838,12,8,62,92,469,33,412,5,19,110
7616,Waterfront Trail (Rouge Hill),-79.131911,43.778015,5,13,0,0,2,1,3,0,1,0
7565,St Clair Ave W / Gunns Rd,-79.470171,43.672079,10,13,11,16,57,3,72,0,2,3
7348,Pape Ave / Gamble Ave,-79.350119,43.690237,11,8,2,3,18,3,21,0,1,2
7404,Roehampton Ave / Mount Pleasant Rd,-79.39139,43.70942,11,8,9,29,112,3,110,1,3,24
7034,Church St / Bloor St E,-79.382919,43.671389,1,14,22,39,213,20,260,0,10,34
7332,200 Bloor St E,-79.38117,43.671561,1,22,19,33,209,20,248,0,9,35
7276,Bloor St W / Balmuto St,-79.387802,43.669903,6,5,73,125,246,22,327,1,16,60
7595,Moore Park,-79.383238,43.693256,4,10,3,18,26,3,25,0,1,4
7654,Bloor St W / Pacific Ave,-79.4636388,43.65412449999999,2,5,4,9,21,2,29,0,1,2
7655,Danforth Ave / Dewhurst Blvd,-79.339243,43.680207,3,12,3,9,79,4,62,1,1,9
7656,Bloor St W / Brock Ave,-79.438715,43.6589882,5,6,7,10,58,4,104,0,1,8
7327,Davenport Rd / Dovercourt Rd - SMART,-79.4352208,43.6741219,6,10,5,10,52,2,62,0,2,5
7657,1 Market St - SMART,-79.3706665,43.6469928,12,7,50,49,250,23,326,3,2,77
7601,Brick Works,-79.36647,43.683884,17,8,8,8,13,3,17,0,0,1
7634,University Ave / Gerrard St W (WEST) - SMART,-79.3899265,43.6578449,16,2,59,88,503,31,438,5,21,107
7284,University Ave / King St W - SMART,-79.3847928,43.6477785,14,8,99,78,562,36,435,8,7,142
7659,Amroth Ave / Danforth Ave,-79.31168269999999,43.6856128,9,10,3,11,25,2,29,0,1,10
7133,Summerhill Station,-79.390556,43.681944,2,9,53,91,57,5,125,0,1,27
7571,Highfield Rd / Gerrard St E,-79.324961,43.671771,13,6,6,8,58,7,33,0,2,2
7046,Niagara St / Richmond St W,-79.409597,43.64534,15,11,16,21,288,12,237,0,2,27
7662,Beaty Ave / Queen St W,-79.4408141,43.6393107,3,16,5,9,48,5,66,0,4,2
7068,Blantyre Park,-79.279682,43.68306889999999,6,16,0,7,16,2,31,0,1,6
7258,Queen St E / Rushbrooke Ave,-79.3323698,43.6626628,8,7,8,9,69,9,68,0,1,8
7091,Donlands Station,-79.3373885,43.681114,5,10,3,10,64,4,63,1,1,9
7523,Lynn Williams St / East Liberty St - SMART,-79.4168659,43.638925,2,13,20,12,138,9,139,0,0,9
7487,Eastwood Rd / Woodbine Ave - SMART,-79.309395,43.676216,1,14,4,12,35,4,52,0,2,5
7406,Victoria St / Queen St E,-79.378208,43.652822,19,4,83,90,468,27,393,9,11,135
7660,285 Victoria St,-79.379625,43.656633,14,5,68,89,474,32,410,5,11,119
7504,Gerrard St E / Victoria Park Ave - SMART,-79.286864,43.686962,1,15,2,8,29,2,40,0,0,8
7663,Kilgour Rd / Rumsey Rd,-79.371914,43.718039,12,5,1,5,8,1,14,0,0,3
7127,Bay St / Scollard St,-79.39018,43.672152,4,11,70,120,227,21,321,0,13,51
7566,Weston Rd / St Clair Ave W - SMART,-79.467994,43.673019,16,3,10,15,54,3,78,0,1,3
7664,Sunnybrook Health Centre - L Wing,-79.37644,43.72268,7,8,0,4,2,0,3,0,1,0
7666,Dundas St W / St Helen Ave - SMART,-79.4407647,43.6504218,16,10,6,12,70,2,121,0,2,4
7642,Yonge St / St Clair Ave,-79.3940052,43.68850459999999,15,3,3,18,33,2,35,0,1,9
7416,Spadina Ave / Blue Jays Way,-79.393295,43.641705,16,15,59,32,374,22,222,3,2,79
7636,Bloor St W / Riverside Dr,-79.487583,43.647663,17,6,1,6,25,2,33,0,2,10
7668,Simcoe St / Dundas St W - SMART,-79.3894093,43.6558557,12,7,66,97,576,27,498,5,18,137
7665,Sunnybrook Health Centre - S Wing,-79.377456,43.720998,5,6,0,4,3,0,3,0,1,0
7670,Yonge St / Woburn Ave - SMART,-79.4032194,43.72814640000001,9,3,0,8,28,2,22,1,1,3
7039,Simcoe St / Michael Sweet Ave,-79.3882538196087,43.652327224103,4,15,85,94,641,26,510,8,14,149
7197,Queen St W / Dovercourt Rd,-79.4227573,43.6438602,5,3,17,15,162,4,149,0,1,7
7671,Yonge St / Montgomery Ave - SMART,-79.3996301,43.7093201,1,11,10,27,125,5,123,1,3,24
7658,Kings Mill Park,-79.49336334201408,43.64920406876699,18,8,3,5,15,1,13,0,0,2
7646,University Ave / Richmond St W,-79.3860211,43.6503935,21,4,95,93,607,31,471,8,10,153
7639,135 Queens Wharf  - SMART,-79.39940399999999,43.6399714,3,12,37,19,273,22,183,1,1,31
7519,406 Oakwood Ave,-79.43937767081853,43.68827060022711,11,8,32,59,28,2,79,0,2,18
7292,Granby St / Church St - SMART,-79.37894570000002,43.6614605,12,12,46,68,359,27,403,5,11,72
7605,Lumsden Ave / Eastdale Ave,-79.30058718775287,43.69413548199171,6,14,4,8,20,1,39,0,1,8
7625,Yonge St / Lawrence Ave,-79.40115449999999,43.7254665,2,21,2,8,28,2,26,1,1,5
7381,Yonge St / Orchard View Blvd,-79.39886200000001,43.7083577,12,23,10,32,126,5,122,1,3,24
7016,Bay St / Queens Quay W (Ferry Terminal),-79.376785,43.640978,17,4,49,35,216,19,120,4,2,74
7135,Hanna Ave / Liberty St,-79.4197107,43.63840090000001,11,4,22,13,127,8,130,0,0,9
7096,Lower Don River Trail and Taylor Creek Trail,-79.33368089999999,43.7027268,9,9,0,0,12,2,9,0,1,3
7604,St Columba Pl / St Clair Ave E,-79.310554,43.70567,4,14,2,2,9,1,10,0,0,1
7172,Strachan Ave / Princes' Blvd,-79.4088888888889,43.635,11,8,19,9,75,10,31,0,1,9
7104,King St E / River St,-79.35627385059036,43.65678478285314,5,6,15,16,86,15,102,0,3,11
7597,Yonge St / Golfdale Rd,-79.403637,43.732016,5,10,0,7,29,0,22,1,1,3
7648,909 Yonge St,-79.38849615969643,43.67515255542865,4,9,64,115,193,17,309,0,8,47
7117,640 Bloor Street E,-79.36701962396272,43.67468857448634,7,12,11,11,34,6,40,0,2,7
7676,York University (Glendon Campus) - SMART,-79.3814254607724,43.72736548824631,4,12,1,4,2,0,5,0,1,2
7677,1303 Yonge St - SMART,-79.39245919999999,43.6846177,2,13,2,17,44,3,48,0,1,8
7354,Tommy Thompson Park (Leslie Street Spit),-79.32088910859937,43.645835578756525,10,2,0,0,0,1,0,0,0,0
7678,York University Station (South) - SMART,-79.5002,43.77345,7,9,1,4,21,0,12,0,1,2
7429,Woodbine Subway Station,-79.313404,43.686442,2,13,5,10,22,2,29,0,1,9
7667,Spadina Ave / Sussex Ave - SMART,-79.40297869999999,43.66402799999999,13,21,24,62,277,12,198,0,16,19
7681,25 Booth Ave,-79.34105699999999,43.6544839,21,2,7,7,57,9,50,0,1,6
7382,Simcoe St / Adelaide St W,-79.38632,43.6481303,17,2,96,80,608,35,460,8,7,150
7022,Simcoe St / Queen St W,-79.3873,43.65049,21,16,94,90,630,28,486,8,10,148
7682,Bathurst St / Front St W,-79.4013882,43.64134790000001,13,14,36,20,287,19,224,0,1,29
7684,Bay St / Harbour St (East),-79.377,43.64215,9,13,60,42,280,22,142,4,2,87
7237,Ward Ave / Wallace Ave,-79.446444,43.663337,8,7,4,7,51,3,79,0,1,7
7322,E Liberty St / Western Battery Rd,-79.4115736,43.6392777,15,2,22,15,188,10,166,0,1,18
7685,King / Brant,-79.39744979999999,43.645102,19,3,62,30,431,25,289,2,5,58
7687,Bloor St W / Gladstone Ave - SMART,-79.4342726,43.6602021,5,5,10,9,70,4,99,1,1,7
7688,High Park Blvd / Parkside Dr,-79.45641169999999,43.644887,11,4,3,7,30,10,47,0,3,2
7689,20 Eaton,-79.34403250000001,43.680012,12,14,4,7,77,3,76,1,1,10
7211,Fort York Blvd / Garrison Rd,-79.406112,43.637381,9,5,20,13,142,16,91,0,1,12
7533,Housey St / Dan Leckie Way,-79.397877,43.63811,12,14,32,11,188,23,112,1,1,25
7675,1525 Dundas St W,-79.432446,43.64957,2,12,11,8,113,5,130,0,2,5
7683,Bay St / Harbour St (West),-79.378325,43.64191,10,5,65,42,296,21,138,4,2,86
7692,85 Lee Ave,-79.2971326,43.6700692,21,5,2,8,28,4,45,0,1,3
7693,Mutual St / Shuter St (Arena Gardens),-79.37558829999999,43.6559476,13,6,61,83,412,29,408,5,9,119
7695,Queen St E / Joseph Duggan Rd,-79.30811709999999,43.6677628,11,8,6,7,29,7,40,0,1,3
7696,Heyworth Cres / Kingston Rd,-79.3068697,43.6750806,9,10,4,8,27,4,40,0,1,4
7698,St Clair Ave W / Caledonia Rd,-79.4547813,43.6754247,4,9,1,7,25,2,42,0,2,1
