name,full_address,rate,reviews
Hanoi 3 Seasons,"1135 Queen St E,Toronto, ON M4M 1K9,Canada",3.5,69
Balzac's Coffee Roasters,"43 Hanna Avenue,Unit 123,Toronto, ON M6K 1X1,Canada",3.5,69
Il Fornello,"576 Danforth Ave,Toronto, ON M4K 1R1,Canada",3.5,69
Thobors Boulangerie Patisserie Café,"627 Mt Pleasant Road,Toronto, ON M4S 2M9,Canada",3.5,69
Thai Spicy House,"517 Mount Pleasant Road,Toronto, ON M4S 2M4,Canada",3.5,69
Hanoi 3 Seasons,"588 Gerrard Street E,Toronto, ON M4M 1Y3,Canada",3.5,68
Pho Phuong Vietnamese Restaurant ,"1603 Dundas Street W,Toronto, ON M6K 1T9,Canada",3.5,68
Crafty Coyote,"511 Bloor Street W,Toronto, ON M5S 1Y4,Canada",3.5,68
Siam Square Hut,"1213 Bayview Ave.,Unit 4,Toronto, ON M4G 2Z8,Canada",3.5,68
Papa CEO King Slice,"654 Spadina Avenue,Toronto, ON M5S 2H7,Canada",3.5,68
Baldini Restaurant,"1012 Queen Street E,Toronto, ON M4M 1K1,Canada",3.5,67
Mazz Sushi,"993 Bloor Street W,Toronto, ON M6H 1M1,Canada",3.5,67
Shitamachi Tendon Akimitsu,"41 Elm Street,Toronto, ON M5G 1H1,Canada",3.5,66
Kalyvia,"420 Danforth Avenue,Toronto, ON M4K 1P3,Canada",3.5,66
The Local,"396 Roncesvalles Avenue,Toronto, ON M6R 2M9,Canada",3.5,65
Good Bite Restaurant,"2463 Yonge Street,Toronto, ON M4P 2H6,Canada",3.5,65
Hua Sang Seafood Restaurant,"43 Baldwin Street,Toronto, ON M5T 1Y9,Canada",3.5,65
Cora,"1881 Steeles Ave W,North York, ON M3H 5Y4,Canada",3.5,65
Cora Pizza,"656A Spadina Ave,Toronto, ON M5S 2H7,Canada",3.5,65
Pour Boy,"666 Manning Avenue,Toronto, ON M6G 2W4,Canada",3.5,64
Firkin on the Bay,"68 Marine Parade Drive,Unit 13,Toronto, ON M8V 1A1,Canada",3.5,64
Gautama,"1416 Gerrard Street E,Toronto, ON M4L 1Z6,Canada",3.5,63
Kibo Sushi House,"701 Saint Clair Avenue W,Toronto, ON M6C 1B2,Canada",3.5,63
Byblos Uptown,"2537 Yonge St,Toronto, ON M4P 2H9,Canada",3.5,63
The Rose & Crown,"2335 Yonge Street,Toronto, ON M4P 2C8,Canada",3.5,63
Lula Lounge,"1585 Dundas Street W,Toronto, ON M6K 1T9,Canada",3.5,62
Il Ponte Cucina Italiana,"625 Queen Street E,Toronto, ON M4M 1G7,Canada",3.5,61
Oxtail Pho & Banh Mi,"814 Dundas Street W,Toronto, ON M6J 1V3,Canada",3.5,61
Sushi On Roncy,"293 Roncesvalles Avenue,Toronto, ON M6R 2M3,Canada",3.5,60
La Rev,"2848 Dundas Street W,Toronto, ON M6P 1Y6,Canada",3.5,60
Dave's Hot Chicken,"1582 Queen Street W,Toronto, ON M6R 1A6,Canada",3.5,60
Patrician Grill,"219 King Street E,Toronto, ON M5A 1J9,Canada",3.5,60
El Sol Mexican Gallery Restaurant,"1448 Danforth Ave,Toronto, ON M4J 1N4,Canada",3.5,60
Jules Cafe Patisserie,"617 Mount Pleasant Road,Toronto, ON M4S 2M5,Canada",3.5,60
The Olde Stone Cottage Pub & Patio,"3750 Kingston Road,Scarborough, ON M1J 3H5,Canada",3.5,59
Bread & Roses Bakery Cafe,"2232 Bloor Street W,Toronto, ON M6S 1N6,Canada",3.5,58
Simply Thai Cuisine,"2253 Bloor Street W,Toronto, ON M6S 1N8,Canada",3.5,58
The Croissant Tree,"625 Church Street,Toronto, ON M4Y 2G1,Canada",3.5,58
Matty’s Patty’s Burger Club,"923a Queen St W,Toronto, ON M6J 1G5,Canada",3.5,58
Roti Time,"2542 St Clair Ave West,Toronto, ON M6N 1L7,Canada",3.5,58
Injapan,"124 Atlantic Avenue,Toronto, ON M6K 1X9,Canada",3.5,57
Sunnyside Grill,"1218 Saint Clair Avenue W,Toronto, ON M6E,Canada",3.5,56
Thai Noodle,"62 Vaughan Road,Toronto, ON M6G 2N2,Canada",3.5,56
Classico Louie's Pizzeria,"2547 Yonge street,Toronto, ON M4P 2H9,Canada",3.5,56
Mocha Mocha,"489 Danforth Avenue,Toronto, ON M4K 1P5,Canada",3.5,56
Shook,"77 Portland Street,Toronto, ON M5V 2M9,Canada",3.5,56
Patisserie La Cigogne,"1626 Bayview Ave,Toronto, ON M4G 3B7,Canada",3.5,56
Squirly's,"807 Queen Street W,Toronto, ON M6J 1G1,Canada",3.5,56
Chinese Dumplings,"645 St. Clair Avenue W,Toronto, ON M6C 1A7,Canada",3.5,55
Bar Mercurio,"270 Bloor Street W,Toronto, ON M5S 1V8,Canada",3.5,55
Sunset Grill,"2006 Queen Street E,Toronto, ON M4L 1J3,Canada",3.5,55
Garden Gate Restaurant,"2379 Queen Street E,Toronto, ON M4E 1H5,Canada",3.5,55
Dominion Pub and Kitchen,"500 Queen Street E,Toronto, ON M5A 1T7,Canada",3.5,55
Egglicious,"430 Kipling Avenue,Toronto, ON M8Z 5C9,Canada",3.5,55
Anejo,"600 King Street W,Toronto, ON M5V 1M3,Canada",3.5,54
Ka Chi,"2322 Bloor Street W,Toronto, ON M6S 1P2,Canada",3.5,54
Lambretta Pizzeria & Wine Bar,"89 Roncesvalles Avenue,Toronto, ON M6R 2K6,Canada",3.5,53
Rocco's Plum Tomato,"164 The Queensway,Etobicoke, ON M8Y 1J2,Canada",3.5,53
Buddha Pie,"514B Annette Street,Toronto, ON M6P 1S3,Canada",3.5,53
Piri Piri Grill,"1444 Dupont Street,Toronto, ON M6P 4H3,Canada",3.5,52
Kintori Yakitori,"668 Bloor Street W,2nd Floor,Toronto, ON M6G 1L2,Canada",3.5,52
Latin World,"1229 Bloor Street W,Toronto, ON M6H 1N6,Canada",3.5,52
Hazel's Diner,"523 Mount Pleasant Road,Toronto, ON M4S 2M4,Canada",3.5,52
Teds Restaurant,"404 Old Kingston Road,Scarborough, ON M1C 1B6,Canada",3.5,52
Sushi Bar,"348 Broadview Ave,Toronto, ON M4M 2G9,Canada",3.5,51
Ferraro 502,"502 Eglinton Avenue W,Toronto, ON M5N 1A5,Canada",3.5,51
Il Covo,"585 College Street,Toronto, ON M6G 1B2,Canada",3.5,51
Kokyo Japanese Restaurant,"572 Rogers Road,Toronto, ON M6M 1B6,Canada",3.5,50
Just Greek Restaurant,"3004 Bloor St W,Etobicoke, ON M8X 1C2,Canada",3.5,50
Brick Street Bread,"255 Logan Avenue,Toronto, ON M4M 3J2,Canada",3.5,49
The Red Lantern,"228 Merton Street,Toronto, ON M4S 1A1,Canada",3.5,49
Kibo Sushi House,"171 E Liberty Street,Toronto, ON M6K,Canada",3.5,49
Lapinou,"642 King Street W,Toronto, ON M5V 1M7,Canada",3.5,48
Thai Home,"133 Roncesvalles Avenue,Toronto, ON M6R 2L2,Canada",3.5,47
Juice & Java Cafe,"2102 Queen St E,Toronto, ON M4E 1E2,Canada",3.5,47
Duggan's Brewery,"1346 Queen Street W,Toronto, ON M6K 1L4,Canada",3.5,47
ASA Sushi,"18 Jane Street,Toronto, ON M6S 3Y2,Canada",3.5,47
Trio Ristorante and Pizzeria,"3239 Yonge Street,Toronto, ON M4N 2T5,Canada",3.5,47
Boo Radley's Junction Bar and Grill,"1482 Dupont Street,Toronto, ON M6P,Canada",3.5,46
Thai By The Park,"1675 Bloor St W,Toronto, ON M6P 1A6,Canada",3.5,46
Ali Baba's Middle Eastern Cuisine,"2202 Dundas Street W,Toronto, ON M6R 1X3,Canada",3.5,46
Churrasco of St Clair,"679 St Clair Ave W,Toronto, ON M6C 1A7,Canada",3.5,46
Pie Bar,"207 Queens Quay W,Suite 155,Toronto, ON M5J,Canada",3.5,46
Thai House Cuisine,"2213 Queen Sreet E,Toronto, ON M4E 1E8,Canada",3.5,46
The Sweet Escape Patisserie,"24 Tankhouse Lane,Toronto, ON M5A 3C4,Canada",3.5,46
Mahjong Bar,"1276 Dundas St W,Toronto, ON M6J 1X7,Canada",3.5,46
Pulcinella,"3687 Lakeshore Boulevard W,Etobicoke, ON M8W 1P7,Canada",3.5,46
McSorley's Wonderful Saloon & Grill,"1544 Bayview Avenue,Toronto, ON M4G 3B6,Canada",3.5,46
Love Chix,"33 Powerhouse Street,Toronto, ON M6H 4K7,Canada",3.5,45
The Donlands Diner,"417 Donlands Avenue,East York, ON M4J 3S2,Canada",3.5,45
Kiva's Bagel Bar,"15 Saint Clair Avenue W,Toronto, ON M4V 1K6,Canada",3.5,45
Bread & Butter,"507 Mount Pleasant Rd,Toronto, ON M4S 2L9,Canada",3.5,45
Chin Chin Street Side Kitchen,"363 Bremner Boulevard,Toronto, ON M5V 3V4,Canada",3.5,45
Bombay On the Lake,"3007 Lake Shore Boulevard W,Etobicoke, ON M8V 1K2,Canada",3.5,45
Myth,"522 King Street W,Toronto, ON M5V 1L7,Canada",3.5,44
Toronto Marriott Bloor Yorkville Hotel,"90 Bloor Street E,Toronto, ON M4W 1A7,Canada",3.5,44
Tom Jones Steakhouse & Seafood,"17 Leader Lane,Toronto, ON M5E 1L8,Canada",3.5,43
Moong Japanese Fusion Restaurant,"570 St. Clair Avenue W,Toronto, ON M6C 1A5,Canada",3.5,43
Pho Xua,"1768 Street Clair Avenue W,Toronto, ON M6N 1J3,Canada",3.5,43
Pho VP,"351 Jane Street,Toronto, ON M6S 3Z3,Canada",3.5,43
Posticino Ristorante,"755 The Queensway,Etobicoke, ON M8Z 1M8,Canada",3.5,43
Tosto Quickfire Pizza Pasta,"609 Roehampton Avenue,Unit 02,Toronto, ON M4P 1S7,Canada",3.5,43
Hakka No. 1 Restaurant,"4549A Kingston Road,Scarborough, ON M1E 2P1,Canada",3.5,43
King Place,"236 Sherbourne Street,Unit 1,Toronto, ON M5A 2R7,Canada",3.5,42
Mambo Lounge,"120 Danforth Avenue,Toronto, ON M4K 1N1,Canada",3.5,42
Yumi Japanese Restaurant,"2384 Bloor Street W,Toronto, ON M6S 1P5,Canada",3.5,42
Quanto Basta,"1112 Yonge Street,Toronto, ON M4W 2L6,Canada",3.5,41
La Pizza & La Pasta at Eataly Toronto,"45 Bloor St W,Toronto, ON M4W 1A5,Canada",3.5,41
Mong-Kut Thai,"471 Danforth Ave,Toronto, ON M4K 1P1,Canada",3.5,41
Mori Sake Bar,"30 Eglinton Ave. E,Toronto, ON M4P 1A6,Canada",3.5,41
Souvlaki Express,"745 Mount Pleasant Road,Toronto, ON M4S 2N4,Canada",3.5,41
Dim Sum Queen,"3241 Yonge Street,Toronto, ON M4N 2L5,Canada",3.5,41
TAO Northern Chinese Cuisine,"220 Laird Drive,Toronto, ON M4G 3X2,Canada",3.5,41
The Sprout,"15 St.Clair Avenue W,Toronto, ON M4V 1K6,Canada",3.5,40
The Belsize Public House,"535 Mt. Pleasant Road.,Toronto, ON M4S 2M5,Canada",3.5,40
Midfield,"1434 Dundas Street W,Toronto, ON M6J 1Y6,Canada",3.5,40
Gull & Firkin,"1943 Queen Street E,Toronto, ON M4L 1H7,Canada",3.5,40
Tokyo Sushi 1,"373 Eglinton Avenue W,Toronto, ON M5N 1A3,Canada",3.5,40
Panago Pizza,"133 Bremner Boulevard,Toronto, ON M5J 3A7,Canada",3.5,39
Phipps Bakery Cafe,"420 Eglinton Avenue W,Toronto, ON M5N 1A2,Canada",3.5,39
Cantina Mercatto,"20 Wellington Street E,Toronto, ON M5E 1C5,Canada",3.5,39
Almond Butterfly Dundas Bistro,"792 Dundas Street W,Toronto, ON M6J 1V1,Canada",3.5,39
Tokyo Sushi,"751 The Queensway,Toronto, ON M8Z 1M8,Canada",3.5,39
Calabrese Pizza,"3019 Lake Shore Boulevard W,Toronto, ON M8V 1K2,Canada",3.5,39
Tony's & Nick's Place,"1470 Dundas Street W,Toronto, ON M6J 1Y6,Canada",3.5,39
Church's Texas Chicken,"1171 St. Clair Avenue W,Toronto, ON M6E 1B5,Canada",3.5,38
Tamasha,"1835 Yonge Street,Toronto, ON M4S 1X8,Canada",3.5,38
KINTON RAMEN,"2216 Bloor Street W,Toronto, ON M6S 1N4,Canada",3.5,38
Tierra Azteca,"1115 Bloor Street W,Unit 2,Toronto, ON M6H 1M7,Canada",3.5,38
La Vecchia Ristorante,"90 Marine Parade Dr,Toronto, ON M8V 4G1,Canada",3.5,38
Fox & Fiddle-Finch,"1285 Finch Avenue W,North York, ON M3J 2G5,Canada",3.5,38
Goose Island,"70 The Esplanade,Toronto, ON M5E 1R2,Canada",3.5,38
Kibo Summerhill,"7 Walker Ave,Toronto, ON M4V 1G3,Canada",3.5,37
The Dizzy,"305 Roncesvalles Avenue,Toronto, ON M6R 2M6,Canada",3.5,37
Vit Beo,"858 Bloor Street W,Toronto, ON M6G 1M2,Canada",3.5,37
Pizzeria Moretti,"328 Wellington Street W,The SoHo Hotel,Toronto, ON M5V 3T4,Canada",3.5,37
Annapurna Vegetarian Restaurant,"1085 Bathurst Street,Toronto, ON M5R 3G8,Canada",3.5,36
The Fortunate Fox,"280 Bloor Street W,Toronto, ON M5S 1V8,Canada",3.5,36
Bánh Cuon Thanh Trúc,"2422 St Clair Ave W,Toronto, ON M6N 1L2,Canada",3.5,36
Hugs and Sarcasm,"859 Queen Street W,Toronto, ON M6J 1G5,Canada",3.5,36
Sushi Zone,"1992 Yonge Street,Toronto, ON M4S 1Z7,Canada",3.5,35
Victoria's Restaurant,"37 King Street E,Toronto, ON M5C 1E9,Canada",3.5,35
Hoai Huong,"716 The Queensway,Etobicoke, ON M8Y 1L3,Canada",3.5,35
Noon Moment,"1993 Finch Avenue W,Toronto, ON M3N 2K2,Canada",3.5,35
Golden Pizza,"1201 Av Broadview,East York, ON M4K 2T1,Canada",3.5,34
KOS Cafe and Restaurant,"1070 Bathurst St,Toronto, ON M5R 3G9,Canada",3.5,34
Sangria Lounge,"145 Roncesvalles Avenue,Toronto, ON M6R 2K9,Canada",3.5,34
Allwyn's Bakery,"404 Queen Street W,Toronto, ON M5V 2A6,Canada",3.5,34
Papa Spicy,"339 Spadina Avenue,Toronto, ON M5T 2G3,Canada",3.5,34
Coppi Ristorante,"3363 Yonge St,Toronto, ON M4N 2M6,Canada",3.5,34
D & Y Sushi,"2861 Dundas Street W,Toronto, ON M6P 1Y9,Canada",3.5,33
The Korean Kitchen,"699 Bloor Street W,Toronto, ON M6G 1L5,Canada",3.5,33
Ace's Place Bar Grill Hub,"113 Guildwood Parkway,Toronto, ON M1E 1P1,Canada",3.5,33
Vela,"90 Portland Street,Toronto, ON M5V 2M9,Canada",3.5,33
Taste of Danforth,"Toronto, ON,Canada",3.5,33
Magic Spot Grill,"2973 Bloor Street W,Etobicoke, ON M8X 1B8,Canada",3.5,33
Kaito Sushi,"1211 St Clair Ave W,Toronto, ON M6E 1B5,Canada",3.5,32
Regal Garden,"643 Bloor Street W,Toronto, ON M6G 1M1,Canada",3.5,32
Tavolino,"619 Mount Pleasant Road,Toronto, ON M4S 2M5,Canada",3.5,32
Florentia,"579 Mount Pleasant Road,Toronto, ON M4S 2M5,Canada",3.5,32
Sorrel,"1158 Yonge Street,Toronto, ON M4W 2L9,Canada",3.5,32
Rosina,"740 King Street W,Toronto, ON M5V 1N3,Canada",3.5,32
Pho Saigon Bangkok Restaurant,"2416 St Clair Avenue West,Toronto, ON M6N 1L2,Canada",3.5,32
Piazzetta Trattoria,"3441 Yonge Street,Toronto, ON M4N 2N1,Canada",3.5,32
Chandni Chowk Restaurant,"1426 Gerrard Street E,Toronto, ON M4L 1Z6,Canada",3.5,31
The Duke Live,"1225 Queen Street E,Toronto, ON M4M 1L6,Canada",3.5,30
Thai Square,"277 Port Union Rd,Scarborough, ON M1C 2G5,Canada",3.5,30
Swiss Chalet,"590 Keele St,Toronto, ON M6N 3E2,Canada",3.5,29
Tropical Thai Cuisine,"993 1/2 Kingston Road,Toronto, ON M4E 1T3,Canada",3.5,29
Selva,"221 Richmond Street W,Toronto, ON M5V 1W2,Canada",3.5,29
Volare Ristorante,"753 The Queensway,Etobicoke, ON M8Z 1M8,Canada",3.5,29
The Birchcliff,"1680 Kingston Road,Toronto, ON M1N 1S5,Canada",3.5,29
Ume Fashion Sushi,"1732 Kingston Road,Toronto, ON M1N 1S8,Canada",3.5,29
Aunty Lucy's,"296 Brunswick Ave,Toronto, ON M5S 2M7,Canada",3.5,28
BOKU,"530 Yonge St,Toronto, ON M4Y 1C3,Canada",3.5,28
Liberty Shawarma,"716 Queen Street East,Toronto, ON M4M 1H2,Canada",3.5,28
Alexandria Falafel,"1233 Queen St W,Toronto, ON M6K 1L5,Canada",3.5,28
Grappa Restaurant,"690 The Queensway,Toronto, ON M8Y 1K8,Canada",3.5,28
Sunset Grill,"60 Weston Rd,Toronto, ON M6N 0A7,Canada",3.5,27
House of Chan,"514 Eglinton Avenue W,Toronto, ON M5N 1A5,Canada",3.5,27
Aji Sai Japanese Restaurant,"783 Danforth Ave,Toronto, ON M4J 1L2,Canada",3.5,27
Tim Hortons,"175 Bloor Street E,Toronto, ON M4W 3R8,Canada",3.5,27
Queen Star Restaurant,"1116 Queen Street W,Toronto, ON M6J 1J3,Canada",3.5,27
Darosa,"2853 Dufferin Street,North York, ON M6B 3S4,Canada",3.5,27
Defina Wood Fired,"1485 Dupont Street,Toronto, ON M6P 3S2,Canada",3.5,26
Halibut House Fish and Chips,"3003 Danforth Avenue,Scarborough, ON M4C,Canada",3.5,26
Inter Steer Tavern,"357 Roncesvalles Avenue,Toronto, ON M6R 2M8,Canada",3.5,26
Nusa Dua Kitchen & Bar,"56 Bathurst Street,Toronto, ON M5V 2P7,Canada",3.5,26
Hotopia,"45 Carlton Street,Unit 2,Toronto, ON M5B 2H9,Canada",3.5,26
Chi Dim Sum,"2425 Yonge Street,Toronto, ON M4P 2E7,Canada",3.5,26
Paracas Peruvian,"992 St.Clair Avenue W,Toronto, ON M6E 1A2,Canada",3.5,25
El Mocambo,"464 Spadina Ave,Toronto, ON M5T 2G8,Canada",3.5,25
Sotto Voce Wine & Pasta Bar,"595 College Street,Toronto, ON M6G 1B2,Canada",3.5,25
Rudy,"1330 Danforth Avenue,Toronto, ON M4J 1M9,Canada",3.5,25
Ducky's Roti,"3296 Lakeshore Blvd W,Toronto, ON M8V 1M2,Canada",3.5,25
Philthy Philly's,"80 Weston Road,Toronto, ON M6N 3P4,Canada",3.5,24
Riki Sushi,"833 Bloor Street W,Toronto, ON M6G 1M1,Canada",3.5,24
Bairrada Churrasqueira Grill,"2293 St Clair Avenue W,Toronto, ON M6N 1K9,Canada",3.5,24
Chipotle Mexican Grill,"1970 St. Clair Ave W,Unit 109,Toronto, ON M6N 0A6,Canada",3.5,23
Paris Paris,"146 Ossington Avenue,Toronto, ON M6J 2Z5,Canada",3.5,23
Fusilli Restaurant,"531 Queen Street E,Toronto, ON M5A 1V1,Canada",3.5,23
Greece Restaurant,"643 Mount Pleasant Road,Toronto, ON M4S 2M9,Canada",3.5,23
Sushi Shop,"2564 Yonge Street,Toronto, ON M4P 2J3,Canada",3.5,23
Breakfast Room,"384 Royal York Road,Toronto, ON M8Y 2R3,Canada",3.5,23
The Guild Inn Estate,"201 Guildwood Parkway,Toronto, ON M1E 1P5,Canada",3.5,23
Shahi The Royal Roti,"349 Marlee Avenue,Toronto, ON M6B 3H9,Canada",3.5,23
Sempre Pizza & Pasta,"3038 Bloor Street W,Etobicoke, ON M8X 1C4,Canada",3.5,23
Casa Madera,"550 Wellington Street W,1 Hotel Toronto,Toronto, ON M5V 2V4,Canada",3.5,22
Fox & Johns Pub & Restaurant,"2199 Bloor Street  W,Toronto, ON M6S 1N2,Canada",3.5,22
Galo Do Sardinha Churrasqeira,"373b Oakwood Ave,Toronto, ON M6E 2W1,Canada",3.5,22
Working Dog Saloon,"3676 St Clair Avenue E,Toronto, ON M1M 1T2,Canada",3.5,22
DOVA,"229 Carlton Street,Toronto, ON M5A 2L2,Canada",3.5,21
Laissez Faire,"589 King Street W,Toronto, ON M5V 1M5,Canada",3.5,21
Cora Breakfast and Lunch,"106 Front Street W,Toronto, ON M5J 1E1,Canada",3.5,21
Bagel Nash,"81 Gerry Fitzgerald Drive,Toronto, ON M3J 3N4,Canada",3.5,21
Ritz Caribbean Foods,"3003 Danforth Avenue,Toronto, ON M4C 1M9,Canada",3.5,20
Bacan,"369 Roncesvalles Avenue,Toronto, ON M6R 2M8,Canada",3.5,20
Liberty Grand Entertainment Complex,"25 British Columbia Road,Toronto, ON M6K 3C3,Canada",3.5,20
Gabby's on The Danforth,"729 Danforth Ave.,Toronto, ON M4J 1L2,Canada",3.5,20
Harvey's,"75 Hanna Avenue,Toronto, ON M6K 3N7,Canada",3.5,19
Yum Croissant,"1917 Queen Street East,Toronto, ON M4L 1H3,Canada",3.5,19
The Real Jerk,"1004 Kingston Road,Toronto, ON M4E 1T2,Canada",3.5,19
Nimman Thai Cuisine,"1060 Eglinton Avenue W,Toronto, ON M6C 2C5,Canada",3.5,19
Ruyi Garden Chinese Restaurant,"650 The Queensway,Toronto, ON M8Y 1K7,Canada",3.5,19
Thai Mango,"641 Dupont Street,Toronto, ON M6G 1Z4,Canada",3.5,18
Trecce,"1792 Danforth Avenue,Toronto, ON M4C 1H8,Canada",3.5,18
Bar Hop Session,"681 Danforth Avenue,Toronto, ON M4J 1L2,Canada",3.5,18
Spiga Ristorante,"1378 Yonge Street,Toronto, ON M4T 1Y5,Canada",3.5,17
Osteria Rialto,"1006 Bloor Street W,Toronto, ON M6H 1M2,Canada",3.5,17
Roberto's Ristorante Italiano,"2622 Yonge Street,Toronto, ON M4P 2J4,Canada",3.5,17
Hot Oven Bakery,"2974 Bloor Street W,Toronto, ON M8X 1B9,Canada",3.5,17
Yelp's Brunch Bash,"260 King St E,Toronto, ON M5A 4L5,Canada",3.5,16
Deer Garden Signatures,"770 Bay Street,Suite 105,Toronto, ON M5G 0A6,Canada",3.5,16
The Haifa Room,"224 Ossington Avenue,Toronto, ON M6J 2Z9,Canada",3.5,16
Starbucks,"2193 Yonge St,Unit Space C,Toronto, ON M4R 2H1,Canada",3.5,15
Aviator Danforth,"1458 Danforth Ave,Toronto, ON M4J 1N4,Canada",3.5,15
Pho Now,"2561 St Clair Ave W,Toronto, ON M6N 4Z5,Canada",3.5,15
Aroma Espresso Bar,"105 The Pond Road,Toronto, ON M3J 2S5,Canada",3.5,15
Pho Plus,"1881 Steeles Avenue W,Unit 5,North York, ON M3H,Canada",3.5,15
Churrasqueira Portugal BBQ & Grill,"1912 Eglinton Avenue West,Toronto, ON M6E 2J5,Canada",3.5,15
Harvey's & Swiss Chalet Combo,"3400 Danforth Ave,Toronto, ON M1L 1E1,Canada",3.5,15
The Squire: A Firkin Pub,"3335 Bloor Street W,Toronto, ON M8X 1E9,Canada",3.5,15
New Town Family Restaurant,"266 Coxwell Ave,Toronto, ON M4L 3B6,Canada",3.5,14
Lahore BBQ Paan Center,"1435 Gerrard Street E,Toronto, ON M4L 1Z7,Canada",3.5,14
Prohibition Social House,"696 Queen Street E,Toronto, ON M4M 1G9,Canada",3.5,13
Giovanni's Italian Kitchen & Pizza Bar,"760 College Street,Toronto, ON M6G 4A7,Canada",3.5,13
Acqua Dolce,"50 Prince Edward Island Crescent,Toronto, ON M6K 3C3,Canada",3.5,12
Via Norte Restaurant,"938 College Street,Toronto, ON M6H 1A4,Canada",3.5,12
Misty Restaurant & Bar,"490 Queen St W,Toronto, ON M5V 2B3,Canada",3.5,12
Impact Kitchen,"1222 Yonge Street,Toronto, ON M4T 1W3,Canada",3.5,11
Bar Mordecai,"1272 Dundas Street W,Toronto, ON M6J 1X7,Canada",3.5,11
Kenkou Sushi,"2370 Bloor Street W,Toronto, ON M6S 1P5,Canada",3.5,11
Swiss Chalet Rotisserie & Grill,"1400 O'Connor Dr,Toronto, ON M4B 2T8,Canada",3.5,11
Adrak,"138 Avenue Road,Toronto, ON M5R 2H6,Canada",3.5,10
Phosome,"482 Parliament Street,Toronto, ON M4X 1P2,Canada",3.5,9
Pizzaiolo - The Pizza Maker's Pizza,"3339 Bloor Street West,Etobicoke, ON M8X 1E9,Canada",3.5,9
Sina Persian Cuisine,"288 Eglinton Ave W,Toronto, ON M4R 1B2,Canada",3.5,8
Unicorn Cafe,"2036 Danforth Avenue,Toronto, ON M4C 1J6,Canada",3.5,8
Spence's Bakery,"1539 Eglinton Avenue W,York, ON M6E 2G7,Canada",3.5,8
Golden Oriental Chinese Restaurant,"271 Old Kingston Road,Unit 102,Scarborough, ON M1C 1B4,Canada",3.5,8
Union Station Food Court,"65 Front St W,65 front street west,Toronto, ON M5J 1E6,Canada",3.5,7
Buono,"838 College Street,Toronto, ON M6H 1A2,Canada",3.5,7
The Grand Elvis,"176 Dupont Street,Toronto, ON M5R 2E6,Canada",3.5,7
The Cat Pub & Eatery,"3513 Dundas Street W,Toronto, ON M6S 2S6,Canada",3.5,7
Pizzaville,"81 Gerry Fitzgerald Drive,Unit A2,Toronto, ON M3J 3N4,Canada",3.5,7
TheWestLake Hotel,"2847 Lake Shore Boulevard W,Etobicoke, ON M8V 1H8,Canada",3.5,7
Second Cup,"EG 38 - 2075 Bayview Avenue,Toronto, ON M4N 3M5,Canada",3.5,7
Ali Baba's,"901 King Street W,Toronto, ON M5V 3H5,Canada",3.5,7
St Louis Bar And Grill,"1 Baldwin Street,Toronto, ON M5T 1L1,Canada",3.5,6
Bar Centrale,"1095 Yonge Street,Toronto, ON M4W 2L8,Canada",3.5,6
Fresh on Danforth,"320 Danforth Avenue,Toronto, ON M4K 1N8,Canada",3.5,6
Writers Room Bar,"4 Avenue Road,Park Hyatt Toronto,Toronto, ON M5R 2E8,Canada",3.5,6
Check In Corner,"3930 Keele Street,Toronto, ON M3J 1N8,Canada",3.5,6
Granite Club,"2350 Bayview Avenue,Toronto, ON M2L 1E4,Canada",3.5,6
MamaDon,"606 Bloor Street W,Toronto, ON M6G 1K4,Canada",3.5,5
The Dive Shop,"1036 Gerrard St E,Toronto, ON M4M 1Z5,Canada",3.5,5
Imperfect Fresh Eats,"2025 Yonge Street,Toronto, ON M4S 2A2,Canada",3.5,5
Kings Delight,"1745 Saint Clair Avenue W,Toronto, ON M6N 1J4,Canada",3.5,5
The Fix Resto Bar & Patio,"2415 Yonge Street,Toronto, ON M4P 2E7,Canada",3.5,5
Egg Bae,"13 Elm Street,Toronto, ON M5G 1H1,Canada",3.5,4
Koshaa Fine Indian Cuisine,"2314 Lake Shore Blvd W,Toronto, ON M8V 1B5,Canada",3.5,4
Today's Menu,"852 Millwood Road,Toronto, ON M4G 1W6,Canada",3.5,4
Century Park Tavern,"33 Powerhouse Street,Toronto, ON M6H 4K7,Canada",3.5,3
Trattotia Gusto,"557 Mount Pleasant Road,Toronto, ON M4S 2M5,Canada",3.5,3
The Scott Mission,"502 Spadina Ave,Toronto, ON M5S 2H1,Canada",3.5,3
As You Wish Concierge,"54 E Liberty Street,Toronto, ON M6K 3P3,Canada",3.5,3
Kiva's,"2496 Yonge Street,Toronto, ON M4P 2H7,Canada",3.5,3
Abugida Restaurant,"1393 Danforth Avenue,Toronto, ON M4J 1N2,Canada",3.5,3
Bear Sushi,"700 Bay Street,Toronto, ON M5G 1Z6,Canada",3.5,3
Thindi,"400 College Street,Toronto, ON M5T 1S7,Canada",3.5,3
Hey Noodles,"526 Bloor Street W,Toronto, ON M5S 1Y3,Canada",3.5,3
Lawrence Park Restaurant,"2011 Lawrence Ave W,York, ON M9N 3V3,Canada",3.5,3
River Seafood House,"615 Gerrard St E,Toronto, ON M4M 1Y2,Canada",3.5,2
iQ,"2 St. Clair Ave W.,Unit 0103,Toronto, ON M4V 1L5,Canada",3.5,2
